date,ProviderName,ServiceName,RegionName,daily_cost,usage_quantity,resource_count,original_daily_cost,is_anomaly,anomaly_multiplier
2024-09-01,AWS,AmazonCloudWatch,US West (Oregon),0.0,346.087643609,169,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,EU (Ireland),0.0,9.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,US West (N. California),0.0,2.4987033744,7,0.0,0,1.0
2024-09-01,Microsoft,Virtual Machines,South Central US,3.222328e-05,0.001611163839698,1,3.222328e-05,0,1.0
2024-09-01,AWS,Amazon CloudFront,United States,0.0,23.3900652258,8,0.0,0,1.0
2024-09-01,AWS,AWS Key Management Service,EU (London),0.0,0.0041666667,3,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,EU (London),0.0,637.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Glacier,US West (Oregon),0.0,0.0001593277,1,0.0,0,1.0
2024-09-01,AWS,Elastic Load Balancing,External,0.0,0.027845218999999997,85,0.0,0,1.0
2024-09-01,Microsoft,Azure Monitor,East US,0.4757979594,0.206868678,1,0.4757979594,0,1.0
2024-09-01,AWS,AWS Systems Manager,US West (Oregon),0.0,5.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Relational Database Service,US East (Ohio),0.0,2.0002154226,6,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Queue Service,EU (London),0.0,4.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon GuardDuty,Asia Pacific (Mumbai),0.0,51.0,0,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,EU (Frankfurt),0.0,15.0004758062,1,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Queue Service,EU (Paris),0.0,4.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,EU (Frankfurt),0.0,6.76318922,84,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,EU (Paris),0.0,6.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Storage Service,US West (N. California),0.0,2.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,US East (Ohio),0.0,8.9831881356,48,0.0,0,1.0
2024-09-01,AWS,Amazon Relational Database Service,US East (N. Virginia),0.0,2.123e-07,1,0.0,0,1.0
2024-09-01,AWS,Elastic Load Balancing,US East (N. Virginia),0.0,3.0333193303,15,0.0,0,1.0
2024-09-01,AWS,AWS Key Management Service,EU (Frankfurt),0.0,1.0,1,0.0,0,1.0
2024-09-01,Microsoft,Azure Machine Learning,East US 2,-0.017052797679999992,9.002185992461262,2,-0.017052797679999992,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,US West (Oregon),0.0,67.8939164232,94,0.0,0,1.0
2024-09-01,AWS,Amazon GuardDuty,Asia Pacific (Sydney),0.0,51.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Storage Service,US West (Oregon),0.0,211.0020023726,0,0.0,0,1.0
2024-09-01,AWS,Amazon GuardDuty,Asia Pacific (Tokyo),0.0,74.0,0,0.0,0,1.0
2024-09-01,Microsoft,Azure Private Link,Central US,0.24,24.0,1,0.24,0,1.0
2024-09-01,Microsoft,Azure Private Link,Global,0.01612903226,0.032258064516129,1,0.01612903226,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,US East (N. Virginia),0.0,6.0,6,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,Canada (Central),0.0,6.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon DynamoDB,US East (N. Virginia),0.0,3.0,3,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,Asia Pacific (Sydney),0.0,1.9162777305,28,0.0,0,1.0
2024-09-01,AWS,AWS Key Management Service,US East (Ohio),0.0,4.0083333334,7,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Storage Service,unknown,0.0,0.0,0,0.0,0,1.0
2024-09-01,AWS,Elastic Load Balancing,EU (London),0.0,2.22819e-05,1,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic File System,US West (Oregon),0.0,2.3594871203000003,10,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,EU (London),0.0,3.0,0,0.0,0,1.0
2024-09-01,Microsoft,Azure SQL Database,East US,-7.296,-48.0,1,-7.296,0,1.0
2024-09-01,Microsoft,Azure SQL Database,Central US,0.161,1.000000000000001,1,0.161,0,1.0
2024-09-01,AWS,AWS Key Management Service,US East (N. Virginia),0.0,0.0027777778,2,0.0,0,1.0
2024-09-01,AWS,Elastic Load Balancing,EU (Paris),0.0,0.0013150544,1,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,US West (Oregon),3.0,57.7746911959,254,3.0,0,1.0
2024-09-01,AWS,Amazon Relational Database Service,US West (Oregon),3.0,10.2408225061,18,3.0,0,1.0
2024-09-01,AWS,AWS Step Functions,US West (Oregon),0.0,189.000011351,3,0.0,0,1.0
2024-09-01,Microsoft,Virtual Machines,West US,0.65705383964,0.033399981860876,2,0.65705383964,0,1.0
2024-09-01,AWS,Amazon CloudFront,unknown,0.0,0.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,Asia Pacific (Tokyo),0.0,5.7626676006999995,63,0.0,0,1.0
2024-09-01,AWS,AWS Key Management Service,EU (Stockholm),0.0,1.0013888889,2,0.0,0,1.0
2024-09-01,Microsoft,Virtual Machines,UK West,-5.90647248,-0.066672,2,-5.90647248,0,1.0
2024-09-01,AWS,Amazon Relational Database Service,US West (N. California),0.0,7.786e-07,1,0.0,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,US East (Ohio),0.0,13.0,10,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Queue Service,EU (Frankfurt),0.0,20.0,1,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,EU (Ireland),0.0,24.0,0,0.0,0,1.0
2024-09-01,AWS,Elastic Load Balancing,EU (Stockholm),0.0,1.0000333301,4,0.0,0,1.0
2024-09-01,Microsoft,Virtual Machines,East US,-0.54815960814,3.2425861931918862,7,-0.54815960814,0,1.0
2024-09-01,AWS,Amazon Simple Queue Service,US East (N. Virginia),0.0,78.0,1,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,EU (Stockholm),0.0,172.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon CloudFront,Asia Pacific,0.0,201.0,2,0.0,0,1.0
2024-09-01,Microsoft,Virtual Machine Scale Sets,East US,-0.09765800222999999,0.26623073256111496,4,-0.09765800222999999,0,1.0
2024-09-01,AWS,Amazon Relational Database Service,Asia Pacific (Tokyo),0.0,1.0000016987,1,0.0,0,1.0
2024-09-01,AWS,AWS Data Transfer,US West (Oregon),0.0,0.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Storage Service,US East (N. Virginia),0.0,268.1458266792,0,0.0,0,1.0
2024-09-01,Microsoft,Storage Accounts,Canada Central,5.256e-06,0.0146,1,5.256e-06,0,1.0
2024-09-01,AWS,AWS CloudTrail,US East (Ohio),0.0,5.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon CloudFront,Europe,0.0,156.0268949913,11,0.0,0,1.0
2024-09-01,Microsoft,Storage Accounts,West Europe,4.3e-06,0.001,1,4.3e-06,0,1.0
2024-09-01,AWS,Amazon Simple Storage Service,EU (Frankfurt),0.0,1.21342e-05,0,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,Asia Pacific (Singapore),0.0,147.0580375077,1,0.0,0,1.0
2024-09-01,AWS,Amazon Relational Database Service,Asia Pacific (Singapore),0.0,0.0069451522000000005,1,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,Asia Pacific (Mumbai),0.0,230.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon CloudFront,EU (Frankfurt),0.0,0.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,EU (Stockholm),0.0,1.2083333333,5,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,US West (N. California),0.0,266.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Storage Service,EU (Stockholm),0.0,2.0,0,0.0,0,1.0
2024-09-01,Microsoft,Azure App Service,Central US,2.47323612,108.06451200000001,4,2.47323612,0,1.0
2024-09-01,Microsoft,Storage Accounts,West US,-0.0005196542,-0.08671100000000001,10,-0.0005196542,0,1.0
2024-09-01,AWS,Amazon CloudFront,Asia Pacific (Mumbai),0.0,0.00575,1,0.0,0,1.0
2024-09-01,AWS,Amazon CloudFront,Asia Pacific (Sydney),0.0,0.00525,1,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,Asia Pacific (Seoul),0.0,265.0,0,0.0,0,1.0
2024-09-01,Microsoft,Storage Accounts,West US 2,9.3856e-05,0.015668,6,9.3856e-05,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,External,0.0,8.7300262024,251,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,Asia Pacific (Osaka),0.0,12.0,0,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,Any,0.0,0.0041666667,0,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,South America (Sao Paulo),0.0,5.8028139626,20,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,EU (Paris),0.0,0.169448356,6,0.0,0,1.0
2024-09-01,Microsoft,Azure Data Factory,West US,1e-05,2e-05,1,1e-05,0,1.0
2024-09-01,Microsoft,Storage Accounts,Southeast Asia,3.2e-07,4e-06,1,3.2e-07,0,1.0
2024-09-01,AWS,AmazonCloudWatch,Canada (Central),0.0,3.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,EU (Ireland),0.0,3.0591270429999997,1,0.0,0,1.0
2024-09-01,AWS,Elastic Load Balancing,US East (Ohio),0.0,0.010684301,9,0.0,0,1.0
2024-09-01,AWS,AWS WAF,Any,0.0,17.008333333299998,2,0.0,0,1.0
2024-09-01,AWS,Amazon Relational Database Service,External,0.0,1.56832e-05,16,0.0,0,1.0
2024-09-01,Microsoft,Azure File Sync,Central US,0.0,-0.033333333333333,1,0.0,0,1.0
2024-09-01,AWS,AWS WAF,US West (Oregon),0.0,0.0152777778,1,0.0,0,1.0
2024-09-01,AWS,Amazon CloudFront,Japan,0.0,286.00013045779997,4,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Storage Service,US East (Ohio),0.0,1.0060504323000001,0,0.0,0,1.0
2024-09-01,Microsoft,Azure Data Factory v2,West US,-0.05,-0.2,2,-0.05,0,1.0
2024-09-01,AWS,AmazonCloudWatch,Asia Pacific (Tokyo),0.0,681.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,Asia Pacific (Mumbai),0.0,5.0369440335,7,0.0,0,1.0
2024-09-01,AWS,Elastic Load Balancing,US West (N. California),0.0,5.884000000000001e-06,1,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,US East (N. Virginia),1.0,14.2083287555,101,1.0,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,unknown,0.0,0.0,0,0.0,0,1.0
2024-09-01,AWS,AWS Glue,EU (Frankfurt),0.0,0.0041666667,0,0.0,0,1.0
2024-09-01,AWS,Amazon Relational Database Service,EU (Frankfurt),0.0,1.0,1,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Queue Service,US West (Oregon),0.0,4888.0,19,0.0,0,1.0
2024-09-01,Microsoft,Storage Accounts,UK West,3.218e-05,0.0021000000000000003,2,3.218e-05,0,1.0
2024-09-01,AWS,Amazon CloudFront,India,0.0,72.0,2,0.0,0,1.0
2024-09-01,AWS,Elastic Load Balancing,US West (Oregon),0.0,12.4401986775,86,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,Asia Pacific (Sydney),0.0,18.000000862,1,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,US East (N. Virginia),0.0,1670.0,0,0.0,0,1.0
2024-09-01,Microsoft,Azure Data Factory,West US 2,0.0,0.0,2,0.0,0,1.0
2024-09-01,AWS,Amazon API Gateway,US West (Oregon),0.0,1.0001622131,4,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,EU (London),0.0,2.8910691588,24,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,EU (Paris),0.0,799.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon DynamoDB,Asia Pacific (Mumbai),0.0,1.0,1,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,US West (Oregon),0.0,12451.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Container Service,External,0.0,0.4664753229,36,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,US East (Ohio),0.0,5450.0564341381,6,0.0,0,1.0
2024-09-01,AWS,Amazon ElastiCache,US West (Oregon),0.0,1.0,1,0.0,0,1.0
2024-09-01,AWS,Amazon EC2 Container Registry (ECR),EU (Frankfurt),0.0,0.0006742894,2,0.0,0,1.0
2024-09-01,Microsoft,Storage Accounts,Central US,0.0028567307999999994,0.182132,7,0.0028567307999999994,0,1.0
2024-09-01,AWS,Elastic Load Balancing,Asia Pacific (Sydney),0.0,1.118e-07,1,0.0,0,1.0
2024-09-01,AWS,AWS Lambda,US East (N. Virginia),0.0,441.50104982579995,2,0.0,0,1.0
2024-09-01,Microsoft,Virtual Network,West US,0.36,72.0,3,0.36,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,EU (Stockholm),0.0,1.0,1,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Notification Service,Asia Pacific (Mumbai),0.0,4.0,0,0.0,0,1.0
2024-09-01,AWS,CloudWatch Events,External,0.0,0.0047778757,1,0.0,0,1.0
2024-09-01,Microsoft,Key Vault,Global,2e-06,0.0001,1,2e-06,0,1.0
2024-09-01,AWS,AWS CloudTrail,Asia Pacific (Singapore),0.0,147.0,0,0.0,0,1.0
2024-09-01,AWS,AWS Step Functions,Asia Pacific (Mumbai),0.0,1.49e-07,0,0.0,0,1.0
2024-09-01,Microsoft,Microsoft Defender for Cloud,Global,0.000796,0.000199,1,0.000796,0,1.0
2024-09-01,AWS,Amazon EC2 Container Registry (ECR),EU (Ireland),0.0,1.4788e-06,14,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,South America (Sao Paulo),0.0,123.0000009919,1,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Notification Service,US West (Oregon),0.0,18.000012544100002,4,0.0,0,1.0
2024-09-01,AWS,Elastic Load Balancing,Asia Pacific (Tokyo),0.0,1.0000210098,2,0.0,0,1.0
2024-09-01,Microsoft,Key Vault,East US 2,-9e-06,-0.0003,1,-9e-06,0,1.0
2024-09-01,AWS,Amazon Simple Notification Service,Asia Pacific (Tokyo),0.0,4.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon EC2 Container Registry (ECR),US East (N. Virginia),0.0,0.0054866252,5,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Notification Service,South America (Sao Paulo),0.0,4.0,0,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,Asia Pacific (Mumbai),0.0,12.0,0,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,Asia Pacific (Osaka),0.0,6.0,0,0.0,0,1.0
2024-09-01,AWS,AWS Lambda,US East (Ohio),0.0,69.5780827387,3,0.0,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,Asia Pacific (Tokyo),0.0,5.465278,6,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Container Service for Kubernetes,US West (Oregon),0.0,1.0,1,0.0,0,1.0
2024-09-01,AWS,Datadog,unknown,5.04,472.32,0,5.04,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,EU (London),0.0,2.0,2,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,Africa (Cape Town),0.0,2.3355888392,4,0.0,0,1.0
2024-09-01,Microsoft,Storage Accounts,East Asia,0.3216,24.0,1,0.3216,0,1.0
2024-09-01,Oracle,COMPUTE,us-sanjose-1,2.0,1233.010555555556,6,2.0,0,1.0
2024-09-01,AWS,AWS Security Hub,EU (Stockholm),0.0,2.0,1,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Notification Service,Asia Pacific (Sydney),0.0,4.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon EC2 Container Registry (ECR),EU (Stockholm),0.0,0.0037650987000000004,8,0.0,0,1.0
2024-09-01,AWS,AWS Secrets Manager,US West (Oregon),0.0,1.0430555555,1,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,US East (N. Virginia),0.0,1934.0799069882999,5,0.0,0,1.0
2024-09-01,Microsoft,Virtual Network,West US 2,0.096,24.0,1,0.096,0,1.0
2024-09-01,AWS,Amazon Simple Notification Service,Asia Pacific (Osaka),0.0,4.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Container Service,US East (N. Virginia),0.0,1.0,1,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Notification Service,US East (Ohio),0.0,8.0,0,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,Asia Pacific (Seoul),0.0,6.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,Asia Pacific (Mumbai),0.0,9.489775805,62,0.0,0,1.0
2024-09-01,AWS,Elastic Load Balancing,Asia Pacific (Singapore),0.0,3.353e-07,1,0.0,0,1.0
2024-09-01,Microsoft,Storage Accounts,East US,0.00035987886000000003,0.16509575642955301,73,0.00035987886000000003,0,1.0
2024-09-01,Microsoft,Load Balancer,East US,-0.08328286817,-16.656573633663356,1,-0.08328286817,0,1.0
2024-09-01,AWS,Amazon EC2 Container Registry (ECR),US West (N. California),0.0,0.0002322142,1,0.0,0,1.0
2024-09-01,AWS,Elastic Load Balancing,EU (Ireland),0.0,0.0056379493,2,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,EU (Stockholm),0.0,9.0,0,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,unknown,0.0,0.0,0,0.0,0,1.0
2024-09-01,AWS,Elastic Load Balancing,EU (Frankfurt),0.0,0.0029970342,10,0.0,0,1.0
2024-09-01,AWS,AWS Key Management Service,US West (Oregon),0.0,8.0013888889,2,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Container Service,US West (Oregon),0.0,12.716099851600001,102,0.0,0,1.0
2024-09-01,Microsoft,Virtual Network,East US,-0.12,-24.0,1,-0.12,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,Asia Pacific (Singapore),0.0,4.1180561397,6,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,Asia Pacific (Tokyo),0.0,458.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,Asia Pacific (Singapore),0.0,12.0287219334,25,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Compute Cloud,unknown,0.0,0.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Notification Service,EU (London),0.0,1.0,0,0.0,0,1.0
2024-09-01,Microsoft,Storage Accounts,East US 2,0.0003596068,0.005065,3,0.0003596068,0,1.0
2024-09-01,AWS,AWS Lambda,US West (Oregon),0.0,187.4805562165,14,0.0,0,1.0
2024-09-01,AWS,AWS Backup,US West (Oregon),0.0,5.5889e-05,2,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Container Registry Public,US East (N. Virginia),0.0,0.0232417473,3,0.0,0,1.0
2024-09-01,AWS,Amazon EC2 Container Registry (ECR),US West (Oregon),0.0,0.0009351775000000001,4,0.0,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,South America (Sao Paulo),0.0,0.400833,1,0.0,0,1.0
2024-09-01,AWS,AWS Step Functions,Asia Pacific (Sydney),0.0,1.14245e-05,0,0.0,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,External,0.0,0.0001726597,11,0.0,0,1.0
2024-09-01,AWS,AWS CloudTrail,Asia Pacific (Sydney),0.0,725.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,EU (Ireland),0.0,1.0,1,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic File System,EU (Frankfurt),0.0,1.5946622213000001,1,0.0,0,1.0
2024-09-01,AWS,Amazon DynamoDB,US West (Oregon),0.0,22.0,3,0.0,0,1.0
2024-09-01,AWS,CloudWatch Events,Asia Pacific (Seoul),0.0,65.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Route 53,unknown,0.0,1018.0,11,0.0,0,1.0
2024-09-01,AWS,Amazon Simple Email Service,US West (Oregon),0.0,6.0,0,0.0,0,1.0
2024-09-01,AWS,Amazon Elastic Container Service,EU (Ireland),0.0,0.500000298,1,0.0,0,1.0
2024-09-01,AWS,AWS Step Functions,EU (London),0.0,1.49e-07,0,0.0,0,1.0
2024-09-01,AWS,Amazon Virtual Private Cloud,EU (Frankfurt),0.0,6.0,6,0.0,0,1.0
2024-09-01,AWS,AmazonCloudWatch,US West (N. California),0.0,6.0,0,0.0,0,1.0
2024-09-02,AWS,AWS Glue,EU (Frankfurt),0.0,0.0083333334,0,0.0,0,1.0
2024-09-02,Microsoft,Load Balancer,East US,0.6,24.0,1,0.6,0,1.0
2024-09-02,AWS,Amazon GuardDuty,US West (N. California),0.0,62.0,0,0.0,0,1.0
2024-09-02,Microsoft,Storage Accounts,UK West,5.04e-07,0.0013999999999999998,3,5.04e-07,0,1.0
2024-09-02,AWS,Amazon API Gateway,US West (N. California),0.0,180.0,1,0.0,0,1.0
2024-09-02,AWS,AWS Lambda,US East (Ohio),0.0,4.718999999999999,3,0.0,0,1.0
2024-09-02,AWS,AmazonCloudWatch,Asia Pacific (Osaka),0.0,240.0,0,0.0,0,1.0
2024-09-02,Microsoft,Azure Data Factory,West US 2,1e-05,2e-05,1,1e-05,0,1.0
2024-09-02,AWS,AWS Secrets Manager,US West (Oregon),0.0,0.0180555556,0,0.0,0,1.0
2024-09-02,AWS,AmazonCloudWatch,Any,0.0,0.0027777778,0,0.0,0,1.0
2024-09-02,AWS,AWS Lambda,US West (Oregon),0.0,7320.7764802902,12,0.0,0,1.0
2024-09-02,AWS,AWS Data Transfer,US East (N. Virginia),0.0,0.0,0,0.0,0,1.0
2024-09-02,AWS,Amazon Elastic Container Service for Kubernetes,US East (N. Virginia),0.0,1.0,1,0.0,0,1.0
2024-09-02,AWS,Amazon Elastic Compute Cloud,Middle East (UAE),0.0,0.1666666667,1,0.0,0,1.0
2024-09-02,AWS,Amazon CloudFront,Asia Pacific,0.0,26.0172656551,2,0.0,0,1.0
2024-09-02,AWS,Amazon Elastic Container Service for Kubernetes,US East (Ohio),1.0,2.0,2,1.0,0,1.0
2024-09-02,AWS,Amazon Virtual Private Cloud,EU (Frankfurt),0.0,9.131667,10,0.0,0,1.0
2024-09-02,AWS,Amazon Simple Storage Service,US East (N. Virginia),0.0,13774.0644197596,0,0.0,0,1.0
2024-09-02,AWS,Amazon Elastic Container Service,US East (N. Virginia),0.0,3.73e-08,1,0.0,0,1.0
2024-09-02,AWS,AmazonCloudWatch,Asia Pacific (Mumbai),0.0,226.0,0,0.0,0,1.0
2024-09-02,AWS,AWS Data Transfer,US West (Oregon),0.0,0.0,0,0.0,0,1.0
2024-09-02,AWS,Amazon Simple Storage Service,External,0.0,7.72001e-05,0,0.0,0,1.0
2024-09-02,AWS,Amazon Elastic Compute Cloud,South America (Sao Paulo),0.0,0.1569755004,11,0.0,0,1.0
2024-09-02,AWS,AWS Secrets Manager,US East (Ohio),0.0,14.0,2,0.0,0,1.0
2024-09-02,AWS,Amazon Elastic Container Service,US West (Oregon),0.0,18.3776792315,117,0.0,0,1.0
2024-09-02,Microsoft,Storage Accounts,Central US,0.0045767892000000004,0.256228,7,0.0045767892000000004,0,1.0
2024-09-02,Microsoft,Storage Accounts,West US,0.010368717,0.489396,12,0.010368717,0,1.0
2024-09-02,AWS,Amazon Elastic Compute Cloud,External,0.0,3.9460215877,242,0.0,0,1.0
2024-09-02,AWS,Amazon CloudFront,Australia,0.0,8.0000092955,2,0.0,0,1.0
2024-09-02,Microsoft,Microsoft Defender for Cloud,Global,0.07782,0.019455,1,0.07782,0,1.0
2024-09-02,AWS,Amazon Virtual Private Cloud,Asia Pacific (Mumbai),0.0,6.0,6,0.0,0,1.0
2024-09-02,AWS,AmazonCloudWatch,US West (Oregon),-1.0,2408.1494942001,177,-1.0,0,1.0
2024-09-02,Microsoft,Azure Monitor,North Central US,2e-05,1.0,1,2e-05,0,1.0
2024-09-02,Microsoft,Storage Accounts,East US,0.321788384,24.145706,65,0.321788384,0,1.0
2024-09-02,AWS,Amazon Simple Storage Service,US West (Oregon),0.0,2935.0016286881996,0,0.0,0,1.0
2024-09-02,AWS,Amazon Elastic Compute Cloud,US West (N. California),0.0,0.3191767478,10,0.0,0,1.0
2024-09-02,AWS,Amazon Elastic Container Service,EU (Ireland),0.0,0.25,1,0.0,0,1.0
2024-09-02,Microsoft,Storage Accounts,North Europe,-7.2e-08,-0.00018600000000000002,1,-7.2e-08,0,1.0
2024-09-02,AWS,Amazon Virtual Private Cloud,Asia Pacific (Singapore),0.0,2.0,2,0.0,0,1.0
2024-09-02,AWS,Amazon Virtual Private Cloud,US East (Ohio),0.0,8.0,6,0.0,0,1.0
2024-09-02,AWS,Amazon Virtual Private Cloud,External,0.0,2.93105e-05,6,0.0,0,1.0
2024-09-02,AWS,AWS Step Functions,US West (Oregon),0.0,6.0000053794,3,0.0,0,1.0
2024-09-02,AWS,AWS Key Management Service,US West (Oregon),0.0,8.0013888889,2,0.0,0,1.0
2024-09-02,AWS,AWS CloudTrail,US West (Oregon),0.0,3544.0,0,0.0,0,1.0
2024-09-02,AWS,Amazon Elastic Compute Cloud,US West (Oregon),1.0,36.9801002197,246,1.0,0,1.0
2024-09-02,Microsoft,Azure Synapse Analytics,East US 2,21.024,96.0,1,21.024,0,1.0
2024-09-02,AWS,AWS Key Management Service,US East (N. Virginia),0.0,0.0013888889,1,0.0,0,1.0
2024-09-02,AWS,Amazon Elastic Container Registry Public,US East (N. Virginia),0.0,0.0008086781,2,0.0,0,1.0
2024-09-02,Microsoft,Storage Accounts,East US 2,0.0034373999999999997,0.1724,4,0.0034373999999999997,0,1.0
2024-09-02,AWS,Amazon Elastic File System,US West (Oregon),0.0,1.6581132253,3,0.0,0,1.0
2024-09-02,Microsoft,Azure SQL Database,East US,4.7952,48.0,1,4.7952,0,1.0
2024-09-02,AWS,Amazon Elastic File System,US East (Ohio),0.0,7.9e-09,1,0.0,0,1.0
2024-09-02,Microsoft,Storage Accounts,East US 2 EUAP,2.4e-06,0.0006,1,2.4e-06,0,1.0
2024-09-02,AWS,Amazon Elastic File System,EU (Ireland),0.0,1.7272e-06,1,0.0,0,1.0
2024-09-02,AWS,AWS Key Management Service,US East (Ohio),0.0,0.0083333334,6,0.0,0,1.0
2024-09-02,AWS,Amazon Elastic File System,US East (N. Virginia),0.0,6.5265102386,1,0.0,0,1.0
2024-09-02,AWS,Amazon Virtual Private Cloud,US East (N. Virginia),0.0,9.0,9,0.0,0,1.0
2024-09-02,AWS,AWS Key Management Service,EU (London),0.0,0.0027777778,2,0.0,0,1.0
2024-09-02,Microsoft,Key Vault,East US,0.00816,24.0,1,0.00816,0,1.0
2024-09-02,Microsoft,Key Vault,East US 2,9e-06,0.0003,1,9e-06,0,1.0
2024-09-02,AWS,Amazon Virtual Private Cloud,US West (N. California),0.0,2.0,2,0.0,0,1.0
2024-09-02,AWS,AWS Glue,US East (N. Virginia),0.0,0.4388888889,0,0.0,0,1.0
2024-09-02,AWS,Amazon Virtual Private Cloud,Asia Pacific (Tokyo),0.0,4.967778,5,0.0,0,1.0
